8511,Aalbeke
8700,Aarsele
8211,Aartrijke
8660,Adinkerke
8690,Alveringem
8570,Anzegem
8850,Ardooie
8310,Assebroek
8630,Avekapelle
8580,Avelgem
8531,Bavikhove
8630,Beauvoorde
8730,Beernem
8600,Beerst
8480,Bekegem
8510,Bellegem
8980,Beselare
8791,Beveren (Leie)
8800,Beveren (Roeselare)
8691,Beveren-aan-den-Ijzer
8920,Bikschote
8501,Bissegem
8370,Blankenberge
8904,Boezinge
8630,Booitshoeke
8583,Bossuit
8680,Bovekerke
8450,Bredene
8900,Brielen
8000,Brugge
8630,Bulskamp
8890,Dadizele
8340,Damme
8420,De Haan
8630,De Moeren
8660,De Panne
8540,Deerlijk
8720,Dentergem
8792,Desselgem
8900,Dikkebus
8600,Diksmuide
8951,Dranouter
8600,Driekapellen
8380,Dudzele
8480,Eernegem
8740,Egem
8630,Eggewaartskapelle
8906,Elverdinge
8870,Emelgem
8600,Esen
8460,Ettelgem
8980,Geluveld
8940,Geluwe
8691,Gijverinkhove
8570,Gijzelbrechtegem
8470,Gistel
8830,Gits
8560,Gullegem
8610,Handzame
8530,Harelbeke
8551,Heestert
8301,Heist-aan-Zee
8587,Helkijn/Helchin
8020,Hertsberge
8501,Heule
8950,Heuvelland
8340,Hoeke
8902,Hollebeke
8830,Hooglede
8690,Hoogstade
8377,Houtave
8630,Houtem (W.-Vl.)
8650,Houthulst
8531,Hulste
8480,Ichtegem
8900,Ieper
8770,Ingelmunster
8570,Ingooigem
8870,Izegem
8691,Izenberge
8490,Jabbeke
8600,Kaaskerke
8870,Kachtem
8700,Kanegem
8572,Kaster
8600,Keiem
8956,Kemmel
8581,Kerkhove
8420,Klemskerke
8650,Klerken
8300,Knokke
8300,Knokke-Heist
8680,Koekelare
8670,Koksijde
8510,Kooigem
8000,Koolkerke
8851,Koolskamp
8610,Kortemark
8500,Kortrijk
8972,Krombeke
8520,Kuurne
8600,Lampernisse
8920,Langemark
8920,Langemark-Poelkapelle
8340,Lapscheure
8930,Lauwe
8880,Ledegem
8432,Leffinge
8691,Leisele
8600,Leke
8860,Lendelede
8810,Lichtervelde
8380,Lissewege
8647,Lo
8647,Lo-Reninge
8958,Loker
8434,Lombardsijde
8210,Loppem
8433,Mannekensvere
8510,Marke
8720,Markegem
8377,Meetkerke
8930,Menen
8650,Merkem
8957,Mesen/Messines
8760,Meulebeke
8430,Middelkerke
8552,Moen
8470,Moere
8340,Moerkerke
8560,Moorsele
8890,Moorslede
8600,Nieuwkapelle
8950,Nieuwkerke
8377,Nieuwmunster
8620,Nieuwpoort
8647,Noordschote
8730,Oedelem
8800,Oekene
8690,Oeren
8720,Oeselgem
8710,Ooigem
8670,Oostduinkerke
8400,Oostende
8020,Oostkamp
8340,Oostkerke (Damme)
8600,Oostkerke (Diksmuide)
8840,Oostnieuwkerke
8780,Oostrozebeke
8640,Oostvleteren
8553,Otegem
8600,Oudekapelle
8460,Oudenburg
8582,Outrijve
8980,Passendale
8600,Pervijze
8740,Pittem
8920,Poelkapelle
8647,Pollinkhove
8970,Poperinge
8972,Proven
8301,Ramskapelle (Knokke-Heist)
8620,Ramskapelle (Nieuwpoort)
8930,Rekkem
8647,Reninge
8970,Reningelst
8972,Roesbrugge-Haringe
8800,Roeselare
8460,Roksem
8510,Rollegem
8880,Rollegem-Kapelle
8020,Ruddervoorde
8755,Ruiselede
8800,Rumbeke
8433,Schore
8700,Schuiferskapelle
8340,Sijsele
8200,Sint-Andries
8710,Sint-Baafs-Vijve
8554,Sint-Denijs
8793,Sint-Eloois-Vijve
8880,Sint-Eloois-Winkel
8600,Sint-Jacobs-Kapelle
8900,Sint-Jan
8730,Sint-Joris (Beernem)
8620,Sint-Joris (Nieuwpoort)
8310,Sint-Kruis
8200,Sint-Michiels
8433,Sint-Pieters-Kapelle (W.-Vl.)
8690,Sint-Rijkers
8433,Slijpe
8470,Snaaskerke
8490,Snellegem
8433,Spermalie
8587,Spiere-Helkijn/Espierres-Helchin
8587,Spiere/Espierres
8840,Staden
8490,Stalhille
8691,Stavele
8630,Steenkerke (W.-Vl.)
8400,Stene
8600,Stuivekenskerke
8573,Tiegem
8700,Tielt
8820,Torhout
8370,Uitkerke
8490,Varsenare
8210,Veldegem
8630,Veurne
8570,Vichte
8630,Vinkem
8600,Vladslo
8908,Vlamertinge
8640,Vleteren
8421,Vlissegem
8902,Voormezele
8020,Waardamme
8581,Waarmaarde
8720,Wakken
8790,Waregem
8978,Watou
8420,Wenduine
8610,Werken
8940,Wervik
8434,Westende
8300,Westkapelle
8460,Westkerke
8954,Westouter
8840,Westrozebeke
8640,Westvleteren
8560,Wevelgem
8710,Wielsbeke
8953,Wijtschate
8431,Wilskerke
8750,Wingene
8640,Woesten
8600,Woumen
8670,Wulpen
8952,Wulvergem
8630,Wulveringem
8680,Zande
8400,Zandvoorde (Oostende)
8980,Zandvoorde (Zonnebeke)
8610,Zarren
8210,Zedelgem
8380,Zeebrugge
8490,Zerkegem
8470,Zevekote
8902,Zillebeke
8980,Zonnebeke
8630,Zoutenaaie
8904,Zuidschote
8377,Zuienkerke
8550,Zwevegem
8750,Zwevezele
